id,user,game,rating
188,53875128,Psychonauts,1.0
189,53875128,Rock of Ages,1.0
190,53875128,Spore,1.0
191,53875128,Half-Life 2 Lost Coast,1.0
192,53875128,Galcon Legends,1.0
193,53875128,Air Brawl,1.0
194,53875128,Cat Goes Fishing,1.0
195,53875128,One Finger Death Punch,1.0
196,53875128,Mind Path to Thalamus Enhanced Edition,1.0
197,53875128,INK,1.0
198,53875128,Intrusion 2,1.0
199,53875128,Amnesia The Dark Descent,1.0
200,53875128,Fieldrunners,1.0
201,53875128,Out There Somewhere,1.0
202,53875128,KAMI,1.0
203,53875128,Lone Survivor The Director's Cut,1.0
204,53875128,NightSky,1.0
205,53875128,Frozen Synapse,1.0
206,53875128,Hammerfight,1.0
207,53875128,Spintires,1.0
208,53875128,Ziggurat,1.0
209,53875128,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,1.0
210,53875128,Dead Island,1.0
211,53875128,Superbrothers Sword & Sworcery EP,1.0
212,53875128,GRID 2,1.0
213,53875128,Sonic & All-Stars Racing Transformed,1.0
214,53875128,Call of Juarez Gunslinger,1.0
215,53875128,Crysis 2 Maximum Edition,1.0
216,53875128,Strike Vector,1.0
217,53875128,Prison Architect,1.0
218,53875128,Lego Harry Potter,1.0
219,53875128,Outlast,1.0
220,53875128,Super Hexagon,1.0
221,53875128,WRC 4 FIA WORLD RALLY CHAMPIONSHIP,1.0
222,53875128,Valkyria Chronicles,1.0
223,53875128,Shatter,1.0
224,53875128,Proteus,1.0
225,53875128,Jamestown,1.0
226,53875128,Spelunky,1.0
227,53875128,Astebreed,1.0
228,53875128,STAR WARS Knights of the Old Republic II The Sith Lords,1.0
229,53875128,Phantom Breaker Battle Grounds,1.0
230,53875128,Tom Clancy's Splinter Cell Chaos Theory,1.0
231,53875128,The Witcher Enhanced Edition,1.0
232,53875128,Risk of Rain,1.0
233,53875128,Survarium,1.0
234,53875128,Afterlife Empire,1.0
235,53875128,BattleBlock Theater,1.0
236,53875128,Need for Speed Hot Pursuit,1.0
237,53875128,BIT.TRIP RUNNER,1.0
238,53875128,Coin Crypt,1.0
239,53875128,Skullgirls,1.0
240,53875128,The Crew,1.0
241,53875128,Metro Last Light Redux,1.0
242,53875128,Crimzon Clover  WORLD IGNITION,1.0
243,53875128,Sonic Generations,1.0
244,53875128,Ethan Meteor Hunter,1.0
245,53875128,Reus,1.0
246,140954425,Team Fortress 2,2.0
247,26122540,Call of Duty Modern Warfare 2 - Multiplayer,5.0
248,26122540,Call of Duty Modern Warfare 2,5.0
249,26122540,Call of Duty Black Ops - Multiplayer,3.0
250,26122540,Counter-Strike Source,2.0
251,26122540,Dungeon Defenders,1.0
252,26122540,Call of Duty Black Ops,1.0
253,26122540,Day of Defeat Source,1.0
254,176410694,Dota 2,1.0
255,197278511,Dota 2,1.0
256,150128162,Team Fortress 2,5.0
257,197455089,Dota 2,1.0
258,63024728,Empire Total War,5.0
259,297811211,ARK Survival Evolved,3.0
260,297811211,Team Fortress 2,2.0
261,297811211,Unturned,1.0
262,76933274,Alien Swarm,1.0
263,218323237,Dota 2,2.0
264,218323237,Tomb Raider,1.0
265,218323237,TERA,1.0
266,302186258,Dota 2,1.0
267,126340495,Dota 2,5.0
268,126340495,Counter-Strike Global Offensive,5.0
269,126340495,Counter-Strike Source,5.0
270,126340495,Rust,5.0
271,126340495,Saints Row IV,5.0
272,126340495,Team Fortress 2,2.0
273,126340495,Dead Island Riptide,2.0
274,126340495,Flatout 3,2.0
275,126340495,Garry's Mod,2.0
276,126340495,Counter-Strike Nexon Zombies,1.0
277,126340495,Outlast,1.0
278,126340495,Robocraft,1.0
279,126340495,Far Cry 3,1.0
280,126340495,Everlasting Summer,1.0
281,126340495,Dead Island Epidemic,1.0
282,126340495,War Thunder,1.0
283,126340495,DCS World,1.0
284,194895541,Dota 2,1.0
285,194895541,Tactical Intervention,1.0
286,170625356,Dota 2,1.0
287,167362888,Dota 2,5.0
288,208649703,Counter-Strike Global Offensive,5.0
289,225987202,Dota 2,1.0
290,195071563,Dota 2,1.0
291,254906420,Team Fortress 2,1.0
292,247160953,Dota 2,1.0
293,308653033,Unturned,1.0
294,144138643,Dota 2,1.0
295,97298878,Medal of Honor(TM) Multiplayer,5.0
296,97298878,Max Payne 2 The Fall of Max Payne,4.0
297,97298878,Middle-earth Shadow of Mordor,3.0
298,97298878,Mafia II,2.0
299,97298878,Nosgoth,2.0
300,97298878,Race The Sun,2.0
301,97298878,Space Pirates and Zombies,1.0
302,97298878,Revenge of the Titans,1.0
303,97298878,Team Fortress 2,1.0
304,97298878,Dota 2,1.0
305,97298878,A Virus Named TOM,1.0
306,97298878,Europa Universalis III,1.0
307,97298878,Awesomenauts,1.0
308,97298878,Super Puzzle Platformer Deluxe,1.0
309,97298878,Super Meat Boy,1.0
310,97298878,LIMBO,1.0
311,97298878,Mark of the Ninja,1.0
312,97298878,Burnout Paradise The Ultimate Box,1.0
313,97298878,Mirror's Edge,1.0
314,97298878,Crysis 2 Maximum Edition,1.0
315,97298878,Painkiller Overdose,1.0
316,97298878,Cogs,1.0
317,97298878,Crayon Physics Deluxe,1.0
318,97298878,Osmos,1.0
319,173909336,America's Army Proving Grounds,5.0
320,173909336,Tom Clancy's Ghost Recon Phantoms - NA,2.0
321,173909336,APB Reloaded,1.0
322,198572546,Dota 2,2.0
323,219509107,Dota 2,1.0
324,202906503,Dota 2,2.0
325,92107940,The Elder Scrolls V Skyrim,5.0
326,92107940,7 Days to Die,5.0
327,92107940,Garry's Mod,5.0
328,92107940,Far Cry 3 Blood Dragon,4.0
329,92107940,ORION Prelude,2.0
330,92107940,Hotline Miami,1.0
331,92107940,Goat Simulator,1.0
332,92107940,Hotline Miami 2 Wrong Number,1.0
333,92107940,Amnesia A Machine for Pigs,1.0
334,251431515,Dota 2,1.0
335,233558010,Batman Arkham City GOTY,5.0
336,233558010,Deadpool,4.0
337,99189757,Team Fortress 2,5.0
338,30695285,Counter-Strike Condition Zero,4.0
339,30695285,Counter-Strike,1.0
340,259648553,Mad Max,2.0
341,201069271,Dota 2,1.0
342,48845802,Counter-Strike,5.0
343,48845802,Mount & Blade Warband,5.0
344,48845802,Counter-Strike Condition Zero,5.0
345,48845802,Castle Crashers,4.0
346,48845802,Call of Duty Black Ops,2.0
347,48845802,Call of Duty Black Ops - Multiplayer,2.0
348,48845802,Tom Clancy's Ghost Recon Phantoms - EU,1.0
349,48845802,Left 4 Dead,1.0
350,48845802,SMITE,1.0
351,48845802,Ricochet,1.0
352,48845802,Kane & Lynch 2 Dog Days,1.0
353,226212066,Counter-Strike Global Offensive,5.0
354,226212066,Unturned,2.0
355,226212066,Garry's Mod,2.0
356,226212066,PAYDAY 2,1.0
357,226212066,Team Fortress 2,1.0
358,226212066,Infinite Crisis,1.0
359,226212066,AdVenture Capitalist,1.0
360,226212066,DiggerOnline,1.0
361,226212066,Survarium,1.0
362,226212066,Heroes & Generals,1.0
363,221430493,Dota 2,1.0
364,62923086,Counter-Strike,5.0
365,250006052,The Elder Scrolls V Skyrim,5.0
366,250006052,Project CARS,5.0
367,65117175,Defense Grid The Awakening,5.0
368,65117175,Broken Age,4.0
369,65117175,Cloud Chamber,3.0
370,65117175,Stacking,2.0
371,65117175,Ghostbusters The Video Game,2.0
372,65117175,Faerie Solitaire,2.0
373,65117175,Dreamfall Chapters,2.0
374,65117175,Portal Stories Mel,2.0
375,65117175,Universe Sandbox,2.0
376,65117175,Portal 2,2.0
377,65117175,Toki Tori,2.0
378,65117175,The Wonderful End of the World,2.0
379,65117175,Hacker Evolution,1.0
380,65117175,Portal,1.0
381,65117175,Thomas Was Alone,1.0
382,65117175,Little Inferno,1.0
383,65117175,BIT.TRIP RUNNER,1.0
384,65117175,The Stanley Parable,1.0
385,65117175,Costume Quest,1.0
386,65117175,RUSH,1.0
387,65117175,Return to Mysterious Island 2,1.0
388,65117175,World of Goo,1.0
389,65117175,Deus Ex Game of the Year Edition,1.0
390,65117175,Portal 2 - The Final Hours,1.0
391,65117175,AaAaAA!!! - A Reckless Disregard for Gravity,1.0
392,65117175,Audiosurf,1.0
393,65117175,Machinarium,1.0
394,65117175,VVVVVV,1.0
395,65117175,GEARCRACK Arena,1.0
396,65117175,Quantum Conundrum,1.0
397,65117175,Mission Control NanoMech,1.0
398,65117175,Defense Grid 2 A Matter of Endurance,1.0
399,65117175,Alan Wake's American Nightmare,1.0
400,65117175,Sam & Max 101 Culture Shock,1.0
401,65117175,Back to the Future Ep 2 - Get Tannen!,1.0
402,65117175,The Ball,1.0
403,65117175,Torchlight II,1.0
404,65117175,Back to the Future Ep 5 - OUTATIME,1.0
405,65117175,Amnesia The Dark Descent,1.0
406,65117175,Sam & Max 102 Situation Comedy,1.0
407,65117175,Jamestown,1.0
408,65117175,Oozi Earth Adventure,1.0
409,65117175,Back to the Future Ep 1 - It's About Time,1.0
410,65117175,Back to the Future Ep 4 - Double Visions,1.0
411,65117175,Organ Trail Director's Cut,1.0
412,65117175,Back to the Future Ep 3 - Citizen Brown,1.0
413,65117175,Fester Mudd Curse of the Gold - Episode 1,1.0
414,65117175,BIT.TRIP BEAT,1.0
415,65117175,Braid,1.0
416,65117175,A Virus Named TOM,1.0
417,65117175,FTL Faster Than Light,1.0
418,65117175,Atom Zombie Smasher ,1.0
419,65117175,Team Fortress 2,1.0
420,65117175,Super Meat Boy,1.0
421,65117175,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),1.0
422,65117175,Bastion,1.0
423,65117175,Osmos,1.0
424,65117175,Cogs,1.0
425,65117175,Botanicula,1.0
426,65117175,Killing Floor,1.0
427,65117175,And Yet It Moves,1.0
428,65117175,NightSky,1.0
429,65117175,Ticket to Ride,1.0
430,65117175,Penumbra Overture,1.0
431,65117175,Dear Esther,1.0
432,65117175,Crayon Physics Deluxe,1.0
433,65117175,Lucid,1.0
434,65117175,Critical Mass,1.0
435,227944885,Dota 2,5.0
436,144004384,Dota 2,3.0
437,236557903,Team Fortress 2,1.0
438,236557903,S.K.I.L.L. - Special Force 2,1.0
439,236557903,BLOCKADE 3D,1.0
440,11373749,Team Fortress 2,5.0
441,11373749,Rocket League,5.0
442,11373749,Left 4 Dead 2,5.0
443,11373749,The Elder Scrolls V Skyrim,5.0
444,11373749,Audiosurf,5.0
445,11373749,Fallout 3 - Game of the Year Edition,5.0
446,11373749,The Elder Scrolls IV Oblivion ,5.0
447,11373749,Terraria,5.0
448,11373749,Assassin's Creed Brotherhood,5.0
449,11373749,Grand Theft Auto V,5.0
450,11373749,Saints Row 2,5.0
451,11373749,Grand Theft Auto Episodes from Liberty City,5.0
452,11373749,The Witcher Enhanced Edition,5.0
453,11373749,Super Meat Boy,5.0
454,11373749,Left 4 Dead,5.0
455,11373749,Saints Row The Third,5.0
456,11373749,Batman Arkham Origins,5.0
457,11373749,The Witcher 2 Assassins of Kings Enhanced Edition,4.0
458,11373749,The Elder Scrolls III Morrowind,4.0
459,11373749,Bookworm Adventures Deluxe,4.0
460,11373749,Star Wars Knights of the Old Republic,4.0
461,11373749,Watch_Dogs,4.0
462,11373749,Sleeping Dogs,4.0
463,11373749,GRID,4.0
464,11373749,Hidden Object Bundle 4 in 1,3.0
465,11373749,Darksiders,3.0
466,11373749,Worms Reloaded,3.0
467,11373749,FlatOut Ultimate Carnage,3.0
468,11373749,SimCity 4 Deluxe,3.0
469,11373749,Portal 2,3.0
470,11373749,Call of Duty Black Ops - Multiplayer,3.0
471,11373749,Rogue Legacy,3.0
472,11373749,Trine,3.0
473,11373749,Chivalry Medieval Warfare,2.0
474,11373749,Spelunky,2.0
475,11373749,Ghost Master,2.0
476,11373749,Peggle Deluxe,2.0
477,11373749,Alan Wake,2.0
478,11373749,Peggle Nights,2.0
479,11373749,Sherlock Holmes Nemesis,2.0
480,11373749,Puzzler World 2,2.0
481,11373749,Tomb Raider,2.0
482,11373749,Bejeweled 3,2.0
483,11373749,Half-Life 2,2.0
484,11373749,Alice Madness Returns,2.0
485,11373749,BioShock,2.0
486,11373749,The Book of Unwritten Tales,2.0
487,11373749,FEZ,2.0
488,11373749,The Movies,2.0
489,11373749,Guacamelee! Gold Edition,2.0
490,11373749,The Walking Dead,2.0
491,11373749,MacGuffin's Curse,2.0
492,11373749,The Testament of Sherlock Holmes,2.0
493,11373749,Bully Scholarship Edition,2.0
494,11373749,Indigo Prophecy,2.0
495,11373749,Just Cause 2,2.0
496,11373749,Crazy Machines 2,2.0
497,11373749,The Secret of Monkey Island Special Edition,2.0
498,11373749,Kingdoms of Amalur Reckoning,2.0
499,11373749,"Cook, Serve, Delicious!",2.0
500,11373749,Deponia The Complete Journey,2.0
501,11373749,Game Dev Tycoon,2.0
502,11373749,Prison Architect,2.0
503,11373749,Bastion,2.0
504,11373749,Call of Duty Modern Warfare 2,2.0
505,11373749,Tales of Monkey Island Chapter 1 - Launch of the Screaming Narwhal,2.0
506,11373749,DiRT 2,2.0
507,11373749,Worms Clan Wars,2.0
508,11373749,Ghostbusters The Video Game,2.0
509,11373749,Monkey Island 2 Special Edition,1.0
510,11373749,Vessel,1.0
511,11373749,Dishonored,1.0
512,11373749,4 Elements,1.0
513,11373749,Cryostasis,1.0
514,11373749,The Ball,1.0
515,11373749,TrackMania Stadium,1.0
516,11373749,Aura Fate of the Ages,1.0
517,11373749,Cave Story+,1.0
518,11373749,Scribblenauts Unlimited,1.0
519,11373749,Eets,1.0
520,11373749,Trials 2 Second Edition,1.0
521,11373749,Grim Legends The Forsaken Bride,1.0
522,11373749,Call of Duty Modern Warfare 2 - Multiplayer,1.0
523,11373749,Machinarium,1.0
524,11373749,Call of Duty Black Ops,1.0
525,11373749,Nightmares from the Deep 2 The Siren`s Call,1.0
526,11373749,Banished,1.0
527,11373749,Lara Croft and the Guardian of Light,1.0
528,11373749,Antichamber,1.0
529,11373749,Goat Simulator,1.0
530,11373749,Tales of Monkey Island Chapter 2 - The Siege of Spinner Cay ,1.0
531,11373749,The Jackbox Party Pack,1.0
532,11373749,Abyss The Wraiths of Eden,1.0
533,11373749,Anodyne,1.0
534,11373749,Tales of Monkey Island Chapter 3 - Lair of the Leviathan ,1.0
535,11373749,Penumbra Overture,1.0
536,11373749,Singularity,1.0
537,11373749,Osmos,1.0
538,11373749,The Maw,1.0
539,11373749,Psychonauts,1.0
540,11373749,Poker Night at the Inventory,1.0
541,11373749,Penumbra Black Plague,1.0
542,11373749,Sinister City,1.0
543,11373749,Puzzle Agent,1.0
544,11373749,S.T.A.L.K.E.R. Shadow of Chernobyl,1.0
545,11373749,Counter-Strike Global Offensive,1.0
546,11373749,Cargo! - The quest for gravity,1.0
547,11373749,Rocketbirds Hardboiled Chicken,1.0
548,11373749,Atom Zombie Smasher ,1.0
549,11373749,Nightmares from the Deep The Cursed Heart,1.0
550,11373749,"Papers, Please",1.0
551,11373749,Insanely Twisted Shadow Planet,1.0
552,11373749,Surgeon Simulator,1.0
553,11373749,Cities Skylines,1.0
554,11373749,Alchemy Mysteries Prague Legends,1.0
555,11373749,Clockwork Tales Of Glass and Ink,1.0
556,11373749,CID The Dummy,1.0
557,11373749,Tales of Monkey Island Chapter 4 - The Trial and Execution of Guybrush Threepwood ,1.0
558,11373749,Portal,1.0
559,11373749,Puzzle Agent 2,1.0
560,11373749,Torchlight II,1.0
561,11373749,9 Clues The Secret of Serpent Creek,1.0
562,11373749,The Tiny Bang Story,1.0
563,11373749,Braid,1.0
564,11373749,VVVVVV,1.0
565,11373749,And Yet It Moves,1.0
566,11373749,Broken Age,1.0
567,11373749,Wallace & Gromit Ep 1 Fright of the Bumblebees,1.0
568,11373749,Shoppe Keep,1.0
569,11373749,Gone Home,1.0
570,11373749,Windosill,1.0
571,11373749,Plants vs. Zombies Game of the Year,1.0
572,11373749,Sam & Max 105 Reality 2.0,1.0
573,11373749,Tales of Monkey Island Chapter 5 - Rise of the Pirate God,1.0
574,11373749,ibb & obb,1.0
575,11373749,Botanicula,1.0
576,11373749,Monaco,1.0
577,11373749,Obulis,1.0
578,11373749,Nidhogg,1.0
579,11373749,Sam & Max 106 Bright Side of the Moon,1.0
580,11373749,Alien Swarm,1.0
581,11373749,Chime,1.0
582,11373749,RollerCoaster Tycoon 3 Platinum!,1.0
583,11373749,Sam & Max 101 Culture Shock,1.0
584,11373749,Sam & Max 104 Abe Lincoln Must Die!,1.0
585,11373749,"Ben There, Dan That!",1.0
586,11373749,Hector Ep 1,1.0
587,11373749,Resident Evil 5 / Biohazard 5,1.0
588,11373749,Dungeon Defenders,1.0
589,11373749,The Wolf Among Us,1.0
590,11373749,Fate of the World,1.0
591,11373749,State of Decay,1.0
592,11373749,Dota 2,1.0
593,11373749,Contagion,1.0
594,11373749,Shatter,1.0
595,11373749,World of Goo,1.0
596,11373749,Toki Tori,1.0
597,11373749,The Beginner's Guide,1.0
598,11373749,Octodad Dadliest Catch,1.0
599,11373749,TRAUMA,1.0
600,11373749,Trials Evolution Gold Edition,1.0
601,11373749,Half-Life,1.0
602,11373749,"Sam & Max 103 The Mole, the Mob and the Meatball",1.0
603,11373749,Penumbra Requiem,1.0
604,11373749,Spectraball,1.0
605,11373749,Plain Sight,1.0
606,11373749,The Cave,1.0
607,11373749,Crayon Physics Deluxe,1.0
608,11373749,Sonic & All-Stars Racing Transformed,1.0
609,11373749,Just Cause 2 Multiplayer Mod,1.0
610,11373749,Garry's Mod,1.0
611,11373749,Blocks That Matter,1.0
612,11373749,"Time Gentlemen, Please!",1.0
613,11373749,Trine 2,1.0
614,11373749,F.E.A.R. 2 Project Origin,1.0
615,11373749,Dark Souls Prepare to Die Edition,1.0
616,11373749,Blur,1.0
617,11373749,YOU DON'T KNOW JACK Vol. 1 XL,1.0
618,11373749,Unturned,1.0
619,11373749,Port of Call,1.0
620,11373749,Magicka,1.0
621,11373749,The Stanley Parable,1.0
622,11373749,Sam & Max 102 Situation Comedy,1.0
623,11373749,LEGO Worlds,1.0
624,11373749,Zeno Clash,1.0
625,11373749,FORCED,1.0
626,11373749,Hydrophobia Prophecy,1.0
627,11373749,Gravilon,1.0
628,11373749,The Longest Journey,1.0
629,11373749,Shadow Puppeteer,1.0
630,11373749,The Path - Prologue,1.0
631,11373749,The Misadventures of P.B. Winterbottom,1.0
632,11373749,Vertiginous Golf,1.0
633,11373749,Counter-Strike Source,1.0
634,11373749,BattleBlock Theater,1.0
635,11373749,EDGE,1.0
636,11373749,Shank 2,1.0
637,11373749,Jolly Rover,1.0
638,11373749,Fallout New Vegas,1.0
639,11373749,Team Fortress Classic,1.0
640,11373749,Orcs Must Die!,1.0
641,11373749,Tomb Raider I,1.0
642,11373749,RUSH,1.0
643,11373749,Sid Meier's Civilization IV,1.0
644,140293612,Dota 2,5.0
645,187851224,Dota 2,5.0
646,192921532,Dota 2,1.0
647,192921532,Unturned,1.0
648,54103616,Counter-Strike Global Offensive,5.0
649,54103616,Counter-Strike,5.0
650,54103616,Left 4 Dead,5.0
651,54103616,The Sims(TM) 3,5.0
652,54103616,Team Fortress 2,5.0
653,54103616,H1Z1,4.0
654,54103616,The Elder Scrolls V Skyrim,4.0
655,54103616,Counter-Strike Source,4.0
656,54103616,Borderlands 2,3.0
657,54103616,PAYDAY The Heist,2.0
658,54103616,Left 4 Dead 2,2.0
659,54103616,Need for Speed Undercover,2.0
660,54103616,Battlefield Bad Company 2,1.0
661,54103616,EasyAntiCheat eSports,1.0
662,54103616,Portal 2,1.0
663,54103616,Dota 2,1.0
664,54103616,Alien Swarm,1.0
665,54103616,Terraria,1.0
666,54103616,Commandos 3 Destination Berlin,1.0
667,54103616,Age of Chivalry,1.0
668,54103616,Counter-Strike Condition Zero Deleted Scenes,1.0
669,222277839,Dota 2,5.0
670,298547051,SMITE,4.0
671,298547051,Team Fortress 2,1.0
672,298547051,Dota 2,1.0
673,264253640,Dota 2,5.0
674,264253640,War Inc. Battlezone,1.0
675,264253640,Labyronia RPG,1.0
676,264253640,Aftermath,1.0
677,264253640,Warframe,1.0
678,264253640,sZone-Online,1.0
679,264253640,Archeblade,1.0
680,264253640,Tom Clancy's Ghost Recon Phantoms - NA,1.0
681,264253640,Fishing Planet,1.0
682,264253640,Happy Wars,1.0
683,264253640,DiggerOnline,1.0
